YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2019	7	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	7	ME	Combined Heat and Power, Electric Power	Total	46674
2019	7	ME	Combined Heat and Power, Electric Power	Coal	3463
2019	7	ME	Combined Heat and Power, Electric Power	Natural Gas	27
2019	7	ME	Combined Heat and Power, Electric Power	Other	11814
2019	7	ME	Combined Heat and Power, Electric Power	Petroleum	698
2019	7	ME	Combined Heat and Power, Electric Power	Other Biomass	186
2019	7	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	30486
2019	7	ME	Electric Generators, Independent Power Producers	Total	683751
2019	7	ME	Electric Generators, Independent Power Producers	Coal	0
2019	7	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	263926
2019	7	ME	Electric Generators, Independent Power Producers	Natural Gas	173647
2019	7	ME	Electric Generators, Independent Power Producers	Other	3528
2019	7	ME	Electric Generators, Independent Power Producers	Petroleum	5754
2019	7	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1328
2019	7	ME	Electric Generators, Independent Power Producers	Other Biomass	5515
2019	7	ME	Electric Generators, Independent Power Producers	Wind	151596
2019	7	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	78457
2019	7	ME	Electric Generators, Electric Utilities	Total	0
2019	7	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	8	ME	Total Electric Power Industry	Total	800717
2019	8	ME	Total Electric Power Industry	Coal	4965
2019	8	ME	Total Electric Power Industry	Hydroelectric Conventional	219337
2019	8	ME	Total Electric Power Industry	Natural Gas	184092
2019	8	ME	Total Electric Power Industry	Other	29529
2019	8	ME	Total Electric Power Industry	Petroleum	2436
2019	8	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1278
2019	8	ME	Total Electric Power Industry	Other Biomass	10294
2019	8	ME	Total Electric Power Industry	Wind	128979
2019	8	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	219807
2019	8	ME	Combined Heat and Power, Industrial Power	Total	176179
2019	8	ME	Combined Heat and Power, Industrial Power	Coal	1527
2019	8	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	7136
2019	8	ME	Combined Heat and Power, Industrial Power	Natural Gas	51823
2019	8	ME	Combined Heat and Power, Industrial Power	Other	11063
2019	8	ME	Combined Heat and Power, Industrial Power	Petroleum	624
2019	8	ME	Combined Heat and Power, Industrial Power	Other Biomass	548
2019	8	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	103458
2019	8	ME	Combined Heat and Power, Commercial Power	Total	11210
2019	8	ME	Combined Heat and Power, Commercial Power	Natural Gas	2644
2019	8	ME	Combined Heat and Power, Commercial Power	Other	4571
2019	8	ME	Combined Heat and Power, Commercial Power	Petroleum	254
2019	8	ME	Combined Heat and Power, Commercial Power	Other Biomass	3740
2019	8	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	8	ME	Combined Heat and Power, Electric Power	Total	46855
2019	8	ME	Combined Heat and Power, Electric Power	Coal	3438
2019	8	ME	Combined Heat and Power, Electric Power	Natural Gas	187
2019	8	ME	Combined Heat and Power, Electric Power	Other	10318
2019	8	ME	Combined Heat and Power, Electric Power	Petroleum	20
2019	8	ME	Combined Heat and Power, Electric Power	Other Biomass	486
2019	8	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	32406
2019	8	ME	Electric Generators, Independent Power Producers	Total	566472
2019	8	ME	Electric Generators, Independent Power Producers	Coal	0
2019	8	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	212201
2019	8	ME	Electric Generators, Independent Power Producers	Natural Gas	129438
2019	8	ME	Electric Generators, Independent Power Producers	Other	3576
2019	8	ME	Electric Generators, Independent Power Producers	Petroleum	1537
2019	8	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1278
2019	8	ME	Electric Generators, Independent Power Producers	Other Biomass	5519
2019	8	ME	Electric Generators, Independent Power Producers	Wind	128979
2019	8	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	83943
2019	8	ME	Electric Generators, Electric Utilities	Total	0
2019	8	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	9	ME	Total Electric Power Industry	Total	750368
2019	9	ME	Total Electric Power Industry	Coal	6418
2019	9	ME	Total Electric Power Industry	Hydroelectric Conventional	187249
2019	9	ME	Total Electric Power Industry	Natural Gas	153566
2019	9	ME	Total Electric Power Industry	Other	25542
2019	9	ME	Total Electric Power Industry	Petroleum	2390
2019	9	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1064
2019	9	ME	Total Electric Power Industry	Other Biomass	9912
2019	9	ME	Total Electric Power Industry	Wind	171822
2019	9	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	192406
2019	9	ME	Combined Heat and Power, Industrial Power	Total	149733
2019	9	ME	Combined Heat and Power, Industrial Power	Coal	1140
2019	9	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	5869
2019	9	ME	Combined Heat and Power, Industrial Power	Natural Gas	38219
2019	9	ME	Combined Heat and Power, Industrial Power	Other	10477
2019	9	ME	Combined Heat and Power, Industrial Power	Petroleum	475
2019	9	ME	Combined Heat and Power, Industrial Power	Other Biomass	741
2019	9	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	92813
2019	9	ME	Combined Heat and Power, Commercial Power	Total	10589
2019	9	ME	Combined Heat and Power, Commercial Power	Natural Gas	2710
2019	9	ME	Combined Heat and Power, Commercial Power	Other	4243
2019	9	ME	Combined Heat and Power, Commercial Power	Petroleum	164
2019	9	ME	Combined Heat and Power, Commercial Power	Other Biomass	3472
2019	9	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	9	ME	Combined Heat and Power, Electric Power	Total	39758
2019	9	ME	Combined Heat and Power, Electric Power	Coal	5278
2019	9	ME	Combined Heat and Power, Electric Power	Natural Gas	132
2019	9	ME	Combined Heat and Power, Electric Power	Other	7227
2019	9	ME	Combined Heat and Power, Electric Power	Petroleum	1743
2019	9	ME	Combined Heat and Power, Electric Power	Other Biomass	282
2019	9	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	25096
2019	9	ME	Electric Generators, Independent Power Producers	Total	550287
2019	9	ME	Electric Generators, Independent Power Producers	Coal	0
2019	9	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	181379
2019	9	ME	Electric Generators, Independent Power Producers	Natural Gas	112505
2019	9	ME	Electric Generators, Independent Power Producers	Other	3595
2019	9	ME	Electric Generators, Independent Power Producers	Petroleum	9
2019	9	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1064
2019	9	ME	Electric Generators, Independent Power Producers	Other Biomass	5417
2019	9	ME	Electric Generators, Independent Power Producers	Wind	171822
2019	9	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	74497
2019	9	ME	Electric Generators, Electric Utilities	Total	0
2019	9	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	10	ME	Total Electric Power Industry	Total	747323
2019	10	ME	Total Electric Power Industry	Coal	7621
2019	10	ME	Total Electric Power Industry	Hydroelectric Conventional	190884
2019	10	ME	Total Electric Power Industry	Natural Gas	134883
2019	10	ME	Total Electric Power Industry	Other	21257
2019	10	ME	Total Electric Power Industry	Petroleum	3189
2019	10	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	947
2019	10	ME	Total Electric Power Industry	Other Biomass	8941
2019	10	ME	Total Electric Power Industry	Wind	209895
2019	10	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	169706
2019	10	ME	Combined Heat and Power, Industrial Power	Total	137205
2019	10	ME	Combined Heat and Power, Industrial Power	Coal	1202
2019	10	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	5949
2019	10	ME	Combined Heat and Power, Industrial Power	Natural Gas	35928
2019	10	ME	Combined Heat and Power, Industrial Power	Other	8020
2019	10	ME	Combined Heat and Power, Industrial Power	Petroleum	1590
2019	10	ME	Combined Heat and Power, Industrial Power	Other Biomass	363
2019	10	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	84153
2019	10	ME	Combined Heat and Power, Commercial Power	Total	10156
2019	10	ME	Combined Heat and Power, Commercial Power	Natural Gas	2234
2019	10	ME	Combined Heat and Power, Commercial Power	Other	4254
2019	10	ME	Combined Heat and Power, Commercial Power	Petroleum	188
2019	10	ME	Combined Heat and Power, Commercial Power	Other Biomass	3481
2019	10	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	10	ME	Combined Heat and Power, Electric Power	Total	32064
2019	10	ME	Combined Heat and Power, Electric Power	Coal	6419
2019	10	ME	Combined Heat and Power, Electric Power	Natural Gas	130
2019	10	ME	Combined Heat and Power, Electric Power	Other	6035
2019	10	ME	Combined Heat and Power, Electric Power	Petroleum	1032
2019	10	ME	Combined Heat and Power, Electric Power	Other Biomass	177
2019	10	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	18271
2019	10	ME	Electric Generators, Independent Power Producers	Total	567899
2019	10	ME	Electric Generators, Independent Power Producers	Coal	0
2019	10	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	184936
2019	10	ME	Electric Generators, Independent Power Producers	Natural Gas	96591
2019	10	ME	Electric Generators, Independent Power Producers	Other	2948
2019	10	ME	Electric Generators, Independent Power Producers	Petroleum	380
2019	10	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	947
2019	10	ME	Electric Generators, Independent Power Producers	Other Biomass	4920
2019	10	ME	Electric Generators, Independent Power Producers	Wind	209895
2019	10	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	67281
2019	10	ME	Electric Generators, Electric Utilities	Total	0
2019	10	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	11	ME	Total Electric Power Industry	Total	804125
2019	11	ME	Total Electric Power Industry	Coal	7061
2019	11	ME	Total Electric Power Industry	Hydroelectric Conventional	252133
2019	11	ME	Total Electric Power Industry	Natural Gas	98178
2019	11	ME	Total Electric Power Industry	Other	26402
2019	11	ME	Total Electric Power Industry	Petroleum	2156
2019	11	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	661
2019	11	ME	Total Electric Power Industry	Other Biomass	9725
2019	11	ME	Total Electric Power Industry	Wind	213277
2019	11	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	194533
2019	11	ME	Combined Heat and Power, Industrial Power	Total	147854
2019	11	ME	Combined Heat and Power, Industrial Power	Coal	1403
2019	11	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	8668
2019	11	ME	Combined Heat and Power, Industrial Power	Natural Gas	35423
2019	11	ME	Combined Heat and Power, Industrial Power	Other	8146
2019	11	ME	Combined Heat and Power, Industrial Power	Petroleum	888
2019	11	ME	Combined Heat and Power, Industrial Power	Other Biomass	630
2019	11	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	92696
2019	11	ME	Combined Heat and Power, Commercial Power	Total	10757
2019	11	ME	Combined Heat and Power, Commercial Power	Natural Gas	2722
2019	11	ME	Combined Heat and Power, Commercial Power	Other	4389
2019	11	ME	Combined Heat and Power, Commercial Power	Petroleum	55
2019	11	ME	Combined Heat and Power, Commercial Power	Other Biomass	3591
2019	11	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	11	ME	Combined Heat and Power, Electric Power	Total	50495
2019	11	ME	Combined Heat and Power, Electric Power	Coal	5658
2019	11	ME	Combined Heat and Power, Electric Power	Natural Gas	0
2019	11	ME	Combined Heat and Power, Electric Power	Other	10678
2019	11	ME	Combined Heat and Power, Electric Power	Petroleum	993
2019	11	ME	Combined Heat and Power, Electric Power	Other Biomass	447
2019	11	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	32720
2019	11	ME	Electric Generators, Independent Power Producers	Total	595019
2019	11	ME	Electric Generators, Independent Power Producers	Coal	0
2019	11	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	243465
2019	11	ME	Electric Generators, Independent Power Producers	Natural Gas	60033
2019	11	ME	Electric Generators, Independent Power Producers	Other	3189
2019	11	ME	Electric Generators, Independent Power Producers	Petroleum	220
2019	11	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	661
2019	11	ME	Electric Generators, Independent Power Producers	Other Biomass	5057
2019	11	ME	Electric Generators, Independent Power Producers	Wind	213277
2019	11	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	69117
2019	11	ME	Electric Generators, Electric Utilities	Total	0
2019	11	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	12	ME	Total Electric Power Industry	Total	914561
2019	12	ME	Total Electric Power Industry	Coal	7672
2019	12	ME	Total Electric Power Industry	Hydroelectric Conventional	298432
2019	12	ME	Total Electric Power Industry	Natural Gas	107158
2019	12	ME	Total Electric Power Industry	Other	29067
2019	12	ME	Total Electric Power Industry	Petroleum	2086
2019	12	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	498
2019	12	ME	Total Electric Power Industry	Other Biomass	9823
2019	12	ME	Total Electric Power Industry	Wind	236411
2019	12	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	223413
2019	12	ME	Combined Heat and Power, Industrial Power	Total	160282
2019	12	ME	Combined Heat and Power, Industrial Power	Coal	1795
2019	12	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	10332
2019	12	ME	Combined Heat and Power, Industrial Power	Natural Gas	36015
2019	12	ME	Combined Heat and Power, Industrial Power	Other	9616
2019	12	ME	Combined Heat and Power, Industrial Power	Petroleum	589
2019	12	ME	Combined Heat and Power, Industrial Power	Other Biomass	668
2019	12	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	101267
2019	12	ME	Combined Heat and Power, Commercial Power	Total	9724
2019	12	ME	Combined Heat and Power, Commercial Power	Natural Gas	2446
2019	12	ME	Combined Heat and Power, Commercial Power	Other	3841
2019	12	ME	Combined Heat and Power, Commercial Power	Petroleum	295
2019	12	ME	Combined Heat and Power, Commercial Power	Other Biomass	3142
2019	12	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	12	ME	Combined Heat and Power, Electric Power	Total	53964
2019	12	ME	Combined Heat and Power, Electric Power	Coal	5877
2019	12	ME	Combined Heat and Power, Electric Power	Natural Gas	0
2019	12	ME	Combined Heat and Power, Electric Power	Other	12155
2019	12	ME	Combined Heat and Power, Electric Power	Petroleum	1187
2019	12	ME	Combined Heat and Power, Electric Power	Other Biomass	649
2019	12	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	34096
2019	12	ME	Electric Generators, Independent Power Producers	Total	690590
2019	12	ME	Electric Generators, Independent Power Producers	Coal	0
2019	12	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	288100
2019	12	ME	Electric Generators, Independent Power Producers	Natural Gas	68697
2019	12	ME	Electric Generators, Independent Power Producers	Other	3455
2019	12	ME	Electric Generators, Independent Power Producers	Petroleum	16
2019	12	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	498
2019	12	ME	Electric Generators, Independent Power Producers	Other Biomass	5364
2019	12	ME	Electric Generators, Independent Power Producers	Wind	236411
2019	12	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	88050
2019	12	ME	Electric Generators, Electric Utilities	Total	0
2019	12	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	1	NH	Total Electric Power Industry	Total	1566563
2019	1	NH	Total Electric Power Industry	Coal	120824
2019	1	NH	Total Electric Power Industry	Hydroelectric Conventional	157118
2019	1	NH	Total Electric Power Industry	Natural Gas	172446
2019	1	NH	Total Electric Power Industry	Nuclear	927928
2019	1	NH	Total Electric Power Industry	Other	4951
2019	1	NH	Total Electric Power Industry	Petroleum	3524
2019	1	NH	Total Electric Power Industry	Other Biomass	12003
2019	1	NH	Total Electric Power Industry	Wind	34555
2019	1	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	133213
2019	1	NH	Combined Heat and Power, Industrial Power	Total	2433
2019	1	NH	Combined Heat and Power, Industrial Power	Natural Gas	2433
2019	1	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	1	NH	Combined Heat and Power, Commercial Power	Total	7439
2019	1	NH	Combined Heat and Power, Commercial Power	Natural Gas	1081
2019	1	NH	Combined Heat and Power, Commercial Power	Petroleum	2042
2019	1	NH	Combined Heat and Power, Commercial Power	Other Biomass	4315
2019	1	NH	Electric Generators, Independent Power Producers	Total	1372024
2019	1	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	122731
2019	1	NH	Electric Generators, Independent Power Producers	Natural Gas	168892
2019	1	NH	Electric Generators, Independent Power Producers	Nuclear	927928
2019	1	NH	Electric Generators, Independent Power Producers	Other	4951
2019	1	NH	Electric Generators, Independent Power Producers	Petroleum	1216
2019	1	NH	Electric Generators, Independent Power Producers	Other Biomass	7688
2019	1	NH	Electric Generators, Independent Power Producers	Wind	34555
2019	1	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	104061
2019	1	NH	Electric Generators, Electric Utilities	Total	184668
2019	1	NH	Electric Generators, Electric Utilities	Coal	120824
2019	1	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	34387
2019	1	NH	Electric Generators, Electric Utilities	Natural Gas	39
2019	1	NH	Electric Generators, Electric Utilities	Petroleum	266
2019	1	NH	Electric Generators, Electric Utilities	Other Biomass	0
2019	1	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	29152
2019	2	NH	Total Electric Power Industry	Total	1225823
2019	2	NH	Total Electric Power Industry	Coal	24202
2019	2	NH	Total Electric Power Industry	Hydroelectric Conventional	118347
2019	2	NH	Total Electric Power Industry	Natural Gas	84460
2019	2	NH	Total Electric Power Industry	Nuclear	837893
2019	2	NH	Total Electric Power Industry	Other	4081
2019	2	NH	Total Electric Power Industry	Petroleum	4066
2019	2	NH	Total Electric Power Industry	Other Biomass	10525
2019	2	NH	Total Electric Power Industry	Wind	30293
2019	2	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	111956
2019	2	NH	Combined Heat and Power, Industrial Power	Total	2077
2019	2	NH	Combined Heat and Power, Industrial Power	Natural Gas	2077
2019	2	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	2	NH	Combined Heat and Power, Commercial Power	Total	6704
2019	2	NH	Combined Heat and Power, Commercial Power	Natural Gas	1103
2019	2	NH	Combined Heat and Power, Commercial Power	Petroleum	1839
2019	2	NH	Combined Heat and Power, Commercial Power	Other Biomass	3762
2019	2	NH	Electric Generators, Independent Power Producers	Total	1141708
2019	2	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	89322
2019	2	NH	Electric Generators, Independent Power Producers	Natural Gas	81156
2019	2	NH	Electric Generators, Independent Power Producers	Nuclear	837893
2019	2	NH	Electric Generators, Independent Power Producers	Other	4081
2019	2	NH	Electric Generators, Independent Power Producers	Petroleum	15
2019	2	NH	Electric Generators, Independent Power Producers	Other Biomass	6764
2019	2	NH	Electric Generators, Independent Power Producers	Wind	30293
2019	2	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	92186
2019	2	NH	Electric Generators, Electric Utilities	Total	75333
2019	2	NH	Electric Generators, Electric Utilities	Coal	24202
2019	2	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	29026
2019	2	NH	Electric Generators, Electric Utilities	Natural Gas	124
2019	2	NH	Electric Generators, Electric Utilities	Petroleum	2211
2019	2	NH	Electric Generators, Electric Utilities	Other Biomass	0
2019	2	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	19771
2019	3	NH	Total Electric Power Industry	Total	1450201
2019	3	NH	Total Electric Power Industry	Coal	25560
2019	3	NH	Total Electric Power Industry	Hydroelectric Conventional	133680
2019	3	NH	Total Electric Power Industry	Natural Gas	215005
2019	3	NH	Total Electric Power Industry	Nuclear	927070
2019	3	NH	Total Electric Power Industry	Other	5036
2019	3	NH	Total Electric Power Industry	Petroleum	2441
2019	3	NH	Total Electric Power Industry	Other Biomass	11936
2019	3	NH	Total Electric Power Industry	Wind	33608
2019	3	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	95866
2019	3	NH	Combined Heat and Power, Industrial Power	Total	2568
2019	3	NH	Combined Heat and Power, Industrial Power	Natural Gas	2568
2019	3	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	3	NH	Combined Heat and Power, Commercial Power	Total	6558
2019	3	NH	Combined Heat and Power, Commercial Power	Natural Gas	952
2019	3	NH	Combined Heat and Power, Commercial Power	Petroleum	1632
2019	3	NH	Combined Heat and Power, Commercial Power	Other Biomass	3973
2019	3	NH	Electric Generators, Independent Power Producers	Total	1366873
2019	3	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	100910
2019	3	NH	Electric Generators, Independent Power Producers	Natural Gas	211387
2019	3	NH	Electric Generators, Independent Power Producers	Nuclear	927070
2019	3	NH	Electric Generators, Independent Power Producers	Other	5036
2019	3	NH	Electric Generators, Independent Power Producers	Petroleum	30
2019	3	NH	Electric Generators, Independent Power Producers	Other Biomass	7962
2019	3	NH	Electric Generators, Independent Power Producers	Wind	33608
2019	3	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	80870
2019	3	NH	Electric Generators, Electric Utilities	Total	74202
2019	3	NH	Electric Generators, Electric Utilities	Coal	25560
2019	3	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	32770
2019	3	NH	Electric Generators, Electric Utilities	Natural Gas	98
2019	3	NH	Electric Generators, Electric Utilities	Petroleum	779
2019	3	NH	Electric Generators, Electric Utilities	Other Biomass	0
2019	3	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	14996
2019	4	NH	Total Electric Power Industry	Total	1420374
2019	4	NH	Total Electric Power Industry	Coal	225
2019	4	NH	Total Electric Power Industry	Hydroelectric Conventional	116960
2019	4	NH	Total Electric Power Industry	Natural Gas	258854
2019	4	NH	Total Electric Power Industry	Nuclear	899150
2019	4	NH	Total Electric Power Industry	Other	4666
2019	4	NH	Total Electric Power Industry	Petroleum	1926
2019	4	NH	Total Electric Power Industry	Other Biomass	11458
2019	4	NH	Total Electric Power Industry	Wind	46635
2019	4	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	80499
2019	4	NH	Combined Heat and Power, Industrial Power	Total	2539
2019	4	NH	Combined Heat and Power, Industrial Power	Natural Gas	2539
2019	4	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	4	NH	Combined Heat and Power, Commercial Power	Total	6363
2019	4	NH	Combined Heat and Power, Commercial Power	Natural Gas	1089
2019	4	NH	Combined Heat and Power, Commercial Power	Petroleum	1082
2019	4	NH	Combined Heat and Power, Commercial Power	Other Biomass	4193
2019	4	NH	Electric Generators, Independent Power Producers	Total	1369240
2019	4	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	87365
2019	4	NH	Electric Generators, Independent Power Producers	Natural Gas	255154
2019	4	NH	Electric Generators, Independent Power Producers	Nuclear	899150
2019	4	NH	Electric Generators, Independent Power Producers	Other	4666
2019	4	NH	Electric Generators, Independent Power Producers	Petroleum	28
2019	4	NH	Electric Generators, Independent Power Producers	Other Biomass	7265
2019	4	NH	Electric Generators, Independent Power Producers	Wind	46635
2019	4	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	68975
2019	4	NH	Electric Generators, Electric Utilities	Total	42232
2019	4	NH	Electric Generators, Electric Utilities	Coal	225
2019	4	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	29596
2019	4	NH	Electric Generators, Electric Utilities	Natural Gas	72
2019	4	NH	Electric Generators, Electric Utilities	Petroleum	816
2019	4	NH	Electric Generators, Electric Utilities	Other Biomass	0
2019	4	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	11523
2019	5	NH	Total Electric Power Industry	Total	1252662
2019	5	NH	Total Electric Power Industry	Coal	475
2019	5	NH	Total Electric Power Industry	Hydroelectric Conventional	116446
2019	5	NH	Total Electric Power Industry	Natural Gas	37658
2019	5	NH	Total Electric Power Industry	Nuclear	928832
2019	5	NH	Total Electric Power Industry	Other	2349
2019	5	NH	Total Electric Power Industry	Petroleum	915
2019	5	NH	Total Electric Power Industry	Other Biomass	8662
2019	5	NH	Total Electric Power Industry	Wind	34191
2019	5	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	123134
2019	5	NH	Combined Heat and Power, Industrial Power	Total	2609
2019	5	NH	Combined Heat and Power, Industrial Power	Natural Gas	2609
2019	5	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	5	NH	Combined Heat and Power, Commercial Power	Total	4131
2019	5	NH	Combined Heat and Power, Commercial Power	Natural Gas	399
2019	5	NH	Combined Heat and Power, Commercial Power	Petroleum	758
2019	5	NH	Combined Heat and Power, Commercial Power	Other Biomass	2975
2019	5	NH	Electric Generators, Independent Power Producers	Total	1187251
2019	5	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	84553
2019	5	NH	Electric Generators, Independent Power Producers	Natural Gas	34560
2019	5	NH	Electric Generators, Independent Power Producers	Nuclear	928832
2019	5	NH	Electric Generators, Independent Power Producers	Other	2349
2019	5	NH	Electric Generators, Independent Power Producers	Petroleum	23
2019	5	NH	Electric Generators, Independent Power Producers	Other Biomass	5687
2019	5	NH	Electric Generators, Independent Power Producers	Wind	34191
2019	5	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	97055
2019	5	NH	Electric Generators, Electric Utilities	Total	58671
2019	5	NH	Electric Generators, Electric Utilities	Coal	475
2019	5	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	31893
2019	5	NH	Electric Generators, Electric Utilities	Natural Gas	91
2019	5	NH	Electric Generators, Electric Utilities	Petroleum	133
2019	5	NH	Electric Generators, Electric Utilities	Other Biomass	0
2019	5	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	26079
2019	6	NH	Total Electric Power Industry	Total	1543989
2019	6	NH	Total Electric Power Industry	Coal	35383
2019	6	NH	Total Electric Power Industry	Hydroelectric Conventional	105218
2019	6	NH	Total Electric Power Industry	Natural Gas	348548
2019	6	NH	Total Electric Power Industry	Nuclear	898058
2019	6	NH	Total Electric Power Industry	Other	4805
2019	6	NH	Total Electric Power Industry	Petroleum	1074
2019	6	NH	Total Electric Power Industry	Other Biomass	11185
2019	6	NH	Total Electric Power Industry	Wind	39661
2019	6	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	100058
2019	6	NH	Combined Heat and Power, Industrial Power	Total	2405
2019	6	NH	Combined Heat and Power, Industrial Power	Natural Gas	2405
2019	6	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2019	6	NH	Combined Heat and Power, Commercial Power	Total	4615
2019	6	NH	Combined Heat and Power, Commercial Power	Natural Gas	763
2019	6	NH	Combined Heat and Power, Commercial Power	Petroleum	368
2019	6	NH	Combined Heat and Power, Commercial Power	Other Biomass	3484
2019	6	NH	Electric Generators, Independent Power Producers	Total	1460432
2019	6	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	75397
2019	6	NH	Electric Generators, Independent Power Producers	Natural Gas	345136
2019	6	NH	Electric Generators, Independent Power Producers	Nuclear	898058
2019	6	NH	Electric Generators, Independent Power Producers	Other	4805
2019	6	NH	Electric Generators, Independent Power Producers	Petroleum	18
2019	6	NH	Electric Generators, Independent Power Producers	Other Biomass	7701
2019	6	NH	Electric Generators, Independent Power Producers	Wind	39661
2019	6	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	89656
2019	6	NH	Electric Generators, Electric Utilities	Total	76538
